id,is_public,priority,status,subject,description,type,assignee_id,requester_id,created_at,url
271,t,high,open,Container health checks failing on OpenShift,"Hi,

Our Hasura containers are failing health checks on OpenShift:

Configuration:
```yaml
healthcheck:
  timeout: 2 minutes
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.19.0
- Region: ap-southeast-1
- Database: PostgreSQL 14
- Connection pool: 50

Logs show constraint violation before failing. What's the recommended health check configuration?",,6056,70,2024-10-10 20:24:14.845107+00,https://hasura.zendesk.com/agent/tickets/271
272,t,urgent,open,Failed metadata migration for actions,"Hi,

Metadata migration failed while configuring actions:

Details:
- Source version: v2.16.0
- Target version: v2.16.0
- Database: CockroachDB

Error:
```
check constraint violation during metadata apply
Failed object: actions
```

Migration logs attached. How can we safely complete this migration?",,8907,70,2024-05-29 21:02:56.366961+00,https://hasura.zendesk.com/agent/tickets/272
273,t,normal,pending,Custom webhook authentication failing,"Hi Hasura team,

Our custom webhook authentication is failing with expired JWT token. Setup:

Webhook config:
```yaml
auth:
  webhook:
    mode: POST
    url: https://our-auth-server/ap-southeast-1
    timeout: 5 seconds
```

Current load:
- Request volume: 10K/day
- Concurrent users: 10000

How can we debug this?",,7955,70,2024-05-14 11:10:28.546823+00,https://hasura.zendesk.com/agent/tickets/273
274,t,low,closed,Row-level security not working for roles,"Hi team,

Our RLS policies on roles aren't working as expected. Setup:

Table size: 100K rows
Role: readonly

Policy:
```sql
CREATE POLICY ""roles_access"" ON ""roles""
  FOR ALL
  TO readonly
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting invalid JWT token errors. How should we modify the policy?",,7774,70,2024-06-21 01:31:02.318464+00,https://hasura.zendesk.com/agent/tickets/274
275,t,normal,closed,Event trigger inconsistent state for roles,"Hi team,

Our event trigger for roles is failing:

Configuration:
```yaml
name: process_roles_changes
table: roles
webhook: https://our-service.eu-central-1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
inconsistent state when processing event
Request volume: 100K/day
Failed after: 5 minutes
```

How can we make our event triggers more reliable?",incident,,70,2024-05-02 14:11:19.705525+00,https://hasura.zendesk.com/agent/tickets/275
276,t,normal,open,Event trigger webhook timeout on Digital Ocean Droplet,"Hello,

Event trigger webhooks are timing out on Digital Ocean Droplet:

Setup:
- Table: departments
- Events: INSERT, UPDATE
- Concurrent events: 10
- Timeout: 5 minutes

Error:
```
rate limit exceeded: webhook response timeout
Pending events: 10K/day
```

What's the best way to handle high-volume event triggers?",,6056,71,2024-09-22 20:39:42.749495+00,https://hasura.zendesk.com/agent/tickets/276
277,t,normal,closed,Container health checks failing on Render.com,"Hi,

Our Hasura containers are failing health checks on Render.com:

Configuration:
```yaml
healthcheck:
  timeout: 5 seconds
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.16.1
- Region: ap-south-1
- Database: CockroachDB
- Connection pool: 200

Logs show column access denied before failing. What's the recommended health check configuration?",incident,,71,2024-06-24 03:36:40.332674+00,https://hasura.zendesk.com/agent/tickets/277
278,t,normal,closed,Row-level security not working for roles,"Hi team,

Our RLS policies on roles aren't working as expected. Setup:

Table size: 5M rows
Role: admin

Policy:
```sql
CREATE POLICY ""roles_access"" ON ""roles""
  FOR ALL
  TO admin
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting query complexity exceeded errors. How should we modify the policy?",,7913,71,2024-10-06 01:32:48.655881+00,https://hasura.zendesk.com/agent/tickets/278
279,t,normal,closed,Computed field errors with nested object relationship relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type user_logs {
  id: Int!
  computed_field: JSON
  related_user_logs: [user_logs]
}
```

Error:
```
version mismatch when computing field
Relationship type: nested object relationship
```

How should we structure computed fields with relationships?",,7913,71,2024-10-19 09:23:44.422107+00,https://hasura.zendesk.com/agent/tickets/279
280,t,low,open,Custom webhook authentication failing,"Hi Hasura team,

Our custom webhook authentication is failing with unique violation. Setup:

Webhook config:
```yaml
auth:
  webhook:
    mode: POST
    url: https://our-auth-server/asia-northeast1
    timeout: 60 seconds
```

Current load:
- Request volume: 10K/day
- Concurrent users: 50

How can we debug this?",,7774,72,2024-09-08 12:44:32.259025+00,https://hasura.zendesk.com/agent/tickets/280
281,t,normal,closed,Computed field performance issue on events,"Hi,

Our computed field is causing performance issues:

Function definition:
```sql
CREATE FUNCTION compute_events_stats(row events)
RETURNS jsonb AS $$
  -- Complex calculation involving many-to-many
  -- Current runtime: 5 seconds
$$ LANGUAGE sql STABLE;
```

Scale:
- Table size: 5M rows
- Requests: 10K/day
- Concurrent users: 1000

How can we optimize this computed field?",,1754,72,2024-06-22 03:03:32.387682+00,https://hasura.zendesk.com/agent/tickets/281
282,t,normal,closed,Cannot connect to PostgreSQL 13 on Heroku,"Hi Hasura team,

We're having trouble connecting our PostgreSQL 13 instance running on Heroku. The connection details appear correct but we keep getting:

Error:
```
CPU limit exceeded: connection failed
```

Environment:
- Product: Hasura Enterprise
- Version: v2.21.0
- Region: us-east-1
- Database size: 5TB

We've verified network access and credentials. What else should we check?",,7913,73,2024-06-07 22:11:36.797132+00,https://hasura.zendesk.com/agent/tickets/282
283,t,normal,closed,Failed deployment to AWS Fargate with memory limit exceeded,"Hello Hasura team,

Our deployment to AWS Fargate failed with:

```
memory limit exceeded during container initialization
```

Environment:
- Product: Hasura Cloud Enterprise
- Version: v2.19.0
- Region: us-west-2
- Database: PostgreSQL 15

Deployment logs:
```
Container failed to start
Health check failed after 10 minutes
Last error: memory limit exceeded
```

How can we resolve this deployment issue?",,8315,75,2024-09-21 09:46:19.691398+00,https://hasura.zendesk.com/agent/tickets/283
284,t,normal,closed,Custom action failing with schema conflict,"Hi Hasura support,

Our custom action is failing with schema conflict:

Action definition:
```graphql
type Mutation {
  process_inventory(id: Int!): ProcessResult
}
```

Handler configuration:
```yaml
handler: https://actions.asia-northeast1/process
timeout: 5 seconds
retry_config:
  max_retries: 3
```

Current load:
- Requests: 100M/day
- Concurrent: 50

How should we debug this action?",,8315,76,2024-10-21 15:21:15.989463+00,https://hasura.zendesk.com/agent/tickets/284
285,t,normal,closed,Multiple Magic.link roles not working,"Hi Hasura support,

Having issues with multiple auth roles from Magic.link:

Configuration:
```yaml
jwt:
  claims_map:
    x-hasura-allowed-roles: [""x-Magic.link-roles""]
    x-hasura-default-role: ""guest""
```

Current roles:
- Primary: guest
- Secondary: guest

Error: connection timeout

How should we configure multiple role mapping?",,8907,76,2024-09-24 02:59:32.167222+00,https://hasura.zendesk.com/agent/tickets/285
286,t,normal,closed,High memory usage with one-to-many relationship,"Hello,

Our one-to-many relationship between tables is causing high memory usage:

Setup:
- Parent table: user_logs (100K rows)
- Child table: user_logs (100K rows)
- Request volume: 100M/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,7774,76,2024-08-02 15:25:43.194923+00,https://hasura.zendesk.com/agent/tickets/286
287,t,normal,closed,Query performance degradation on activity_logs,"Hi Hasura team,

We're seeing significant performance issues with queries on activity_logs:

Details:
- Table size: 100M rows
- Concurrent users: 10
- Query complexity: 500
- Response time: > 60 seconds

Query pattern:
```graphql
query {
  $activity_logs(
    where: { status: { _eq: ""active"" } }
    order_by: { created_at: desc }
  ) {
    id
    # nested fields
  }
}
```

How can we optimize this query?",,7955,76,2024-07-10 01:54:30.407233+00,https://hasura.zendesk.com/agent/tickets/287
288,t,normal,closed,Permission denied for readonly on inventory,"Hello,

Users with readonly role cannot access the inventory table despite having permissions configured:

```json
{
  ""role"": ""readonly"",
  ""table"": ""inventory"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
rate limit exceeded for role readonly
```

What's missing in our permission config?",,7913,77,2024-07-06 18:12:53.630509+00,https://hasura.zendesk.com/agent/tickets/288
289,t,normal,closed,Permission denied for guest on activity_logs,"Hello,

Users with guest role cannot access the activity_logs table despite having permissions configured:

```json
{
  ""role"": ""guest"",
  ""table"": ""activity_logs"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
connection timeout for role guest
```

What's missing in our permission config?",,7840,77,2024-09-09 01:31:41.444721+00,https://hasura.zendesk.com/agent/tickets/289
290,t,urgent,closed,Scheduled trigger webhook returning constraint violation,"Hello,

Our scheduled data aggregation trigger is failing:

Details:
- Schedule: Every 60 seconds
- Data volume: 100M rows
- Processing time: > 60 seconds

Webhook response:
```json
{
  ""status"": ""error"",
  ""code"": ""constraint violation"",
  ""message"": ""Failed to aggregate roles""
}
```

What's the best practice for handling long-running scheduled operations?",,7913,77,2024-06-25 12:42:51.278201+00,https://hasura.zendesk.com/agent/tickets/290
291,t,normal,closed,Query performance degradation with one-to-one joins,"Hi team,

Experiencing severe performance issues with nested queries:

Query pattern:
```graphql
query {
  projects(where: {status: {_eq: ""active""}}) {
    id
    related_projects {
      nested_projects {
        deep_projects
      }
    }
  }
}
```

Metrics:
- Response time: 2 minutes
- Data size: 5M rows
- Connection pool: 50

How can we optimize these nested queries?",,,77,2024-09-06 22:12:42.999674+00,https://hasura.zendesk.com/agent/tickets/291
292,t,normal,closed,Memory spikes during streaming subscription operations,"Hello,

We're seeing memory spikes during streaming subscription operations:

Environment:
- Product: Hasura Open Source
- Database: MS SQL Server 2022
- Load: 100M/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 30 seconds
- Error rate: Increasing with memory limit exceeded

What's the recommended resource configuration for our workload?",,7913,77,2024-08-08 23:31:33.02905+00,https://hasura.zendesk.com/agent/tickets/292
293,t,normal,pending,Row-level security not working for permissions,"Hi team,

Our RLS policies on permissions aren't working as expected. Setup:

Table size: 10M rows
Role: readonly

Policy:
```sql
CREATE POLICY ""permissions_access"" ON ""permissions""
  FOR ALL
  TO readonly
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting schema conflict errors. How should we modify the policy?",,7774,77,2024-05-26 22:20:57.281298+00,https://hasura.zendesk.com/agent/tickets/293
294,t,urgent,closed,Permission denied for manager on user_settings,"Hello,

Users with manager role cannot access the user_settings table despite having permissions configured:

```json
{
  ""role"": ""manager"",
  ""table"": ""user_settings"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
inconsistent metadata for role manager
```

What's missing in our permission config?",,9554,77,2024-07-25 22:34:33.55342+00,https://hasura.zendesk.com/agent/tickets/294
295,t,normal,closed,Computed field performance issue on transactions,"Hi,

Our computed field is causing performance issues:

Function definition:
```sql
CREATE FUNCTION compute_transactions_stats(row transactions)
RETURNS jsonb AS $$
  -- Complex calculation involving nested object relationship
  -- Current runtime: 2 minutes
$$ LANGUAGE sql STABLE;
```

Scale:
- Table size: 1K rows
- Requests: 100K/day
- Concurrent users: 50

How can we optimize this computed field?",,7955,78,2024-09-08 10:07:38.616716+00,https://hasura.zendesk.com/agent/tickets/295
296,t,normal,closed,Schema conflicts during Digital Ocean Managed PostgreSQL migration,"Hello,

We're experiencing schema conflicts while migrating our Digital Ocean Managed PostgreSQL:

Affected objects:
- Table: articles (10K rows)
- Relationship: array relationship
- Custom types: jsonb

Error:
```
SQL execution failed: Schema conflict detected
Conflicting objects: articles
```

What's the recommended migration strategy?",,,78,2024-07-01 11:41:56.839233+00,https://hasura.zendesk.com/agent/tickets/296
297,t,high,open,Environment variable issues after Azure Container Apps migration,"Support team,

After migrating to Azure Container Apps, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $PostgreSQL 12
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""ES384""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
connection timeout: configuration values not found
```

How should we configure environment variables in Azure Container Apps?",,1454,78,2024-09-04 03:11:23.984316+00,https://hasura.zendesk.com/agent/tickets/297
298,t,low,closed,Rate limiting issues with remote schema on AWS ECS,"Hello,

Hitting rate limits with our remote schema:

Environment:
- Platform: AWS ECS
- Region: asia-northeast1
- Current limit: 100 req/s
- Traffic: 10M/day

Error:
```
CPU limit exceeded: rate limit exceeded
Timeout after: 10 seconds
```

What's the recommended rate limiting strategy?",,1454,78,2024-10-07 19:25:24.884474+00,https://hasura.zendesk.com/agent/tickets/298
299,t,urgent,closed,Permission denied for manager on projects,"Hello,

Users with manager role cannot access the projects table despite having permissions configured:

```json
{
  ""role"": ""manager"",
  ""table"": ""projects"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
SQL execution failed for role manager
```

What's missing in our permission config?",,1754,78,2024-08-28 16:37:37.240826+00,https://hasura.zendesk.com/agent/tickets/299
300,t,normal,closed,Event trigger insufficient privileges for tags,"Hi team,

Our event trigger for tags is failing:

Configuration:
```yaml
name: process_tags_changes
table: tags
webhook: https://our-service.us-west-2/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
insufficient privileges when processing event
Request volume: 100/day
Failed after: 30 seconds
```

How can we make our event triggers more reliable?",,1454,78,2024-10-21 06:46:48.424003+00,https://hasura.zendesk.com/agent/tickets/300
301,t,normal,closed,Remote schema stitching failed for streaming subscriptions,"Hello team,

Remote schema stitching is failing for our streaming subscriptions integration:

Schema config:
```yaml
remote_schemas:
  - name: remote_streaming subscriptions
    definition:
      url: https://remote.eu-west-1/graphql
      timeout: 5 minutes
      forward_headers: true
```

Error:
```
CPU limit exceeded during schema stitching
Conflicting types detected
```

How can we resolve these schema conflicts?",,1754,78,2024-04-29 20:27:47.633836+00,https://hasura.zendesk.com/agent/tickets/301
302,t,normal,closed,Performance issues with remote joins on employees,"Hello team,

Remote joins are causing performance issues:

Query:
```graphql
query {
  employees {
    local_field
    remote_data {
      nested_field
    }
  }
}
```

Metrics:
- Response time: 10 minutes
- Requests: 10K/day
- Error rate: check constraint violation

How can we optimize remote join performance?",,,79,2024-09-11 12:48:05.425076+00,https://hasura.zendesk.com/agent/tickets/302
303,t,normal,closed,Database connection drops after 2 minutes,"Hello,

Our database connection keeps dropping after approximately 2 minutes of operation. Setup:

- Database: Digital Ocean Managed PostgreSQL
- Connection pool size: 1000
- Concurrent users: 50000
- Request volume: 10K/day

Error log shows:
```
unauthorized role after 2 minutes
```

How can we maintain stable connections?",incident,,80,2024-05-01 09:59:47.321869+00,https://hasura.zendesk.com/agent/tickets/303
304,t,high,closed,Event trigger invalid claims for orders,"Hi team,

Our event trigger for orders is failing:

Configuration:
```yaml
name: process_orders_changes
table: orders
webhook: https://our-service.sa-east-1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
invalid claims when processing event
Request volume: 100K/day
Failed after: 5 seconds
```

How can we make our event triggers more reliable?",,9554,80,2024-06-24 12:04:49.199396+00,https://hasura.zendesk.com/agent/tickets/304
305,t,high,closed,SuperTokens integration not working,"Hi,

We're having trouble integrating SuperTokens with Hasura. Configuration:

```yaml
auth:
  provider: SuperTokens
  jwt:
    algorithm: RS256
    claims_format: json
```

Error received:
```
schema conflict when validating JWT
```

What's the correct setup for SuperTokens?",,7774,80,2024-10-11 21:27:52.432106+00,https://hasura.zendesk.com/agent/tickets/305
306,t,normal,closed,Cannot connect to TimescaleDB on bare metal,"Hi Hasura team,

We're having trouble connecting our TimescaleDB instance running on bare metal. The connection details appear correct but we keep getting:

Error:
```
memory limit exceeded: connection failed
```

Environment:
- Product: Hasura Open Source
- Version: v2.16.0
- Region: australia-southeast1
- Database size: 500GB

We've verified network access and credentials. What else should we check?",,6056,80,2024-09-12 18:24:38.305543+00,https://hasura.zendesk.com/agent/tickets/306
307,t,normal,open,Keycloak integration not working,"Hi,

We're having trouble integrating Keycloak with Hasura. Configuration:

```yaml
auth:
  provider: Keycloak
  jwt:
    algorithm: HS384
    claims_format: json
```

Error received:
```
incompatible types when validating JWT
```

What's the correct setup for Keycloak?",,1454,80,2024-09-19 17:36:07.335337+00,https://hasura.zendesk.com/agent/tickets/307
308,t,high,closed,Event trigger SSL/TLS error for attachments,"Hi team,

Our event trigger for attachments is failing:

Configuration:
```yaml
name: process_attachments_changes
table: attachments
webhook: https://our-service.us-east-1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
SSL/TLS error when processing event
Request volume: 1K/day
Failed after: 5 seconds
```

How can we make our event triggers more reliable?",,6056,83,2024-08-26 09:35:35.830272+00,https://hasura.zendesk.com/agent/tickets/308
309,t,normal,pending,Complex permission policy failing on permissions,"Hello,

Our complex permission policy isn't working:

Policy:
```json
{
  ""role"": ""guest"",
  ""table"": ""permissions"",
  ""select"": {
    ""filter"": {
      ""_or"": [
        {""org_id"": ""X-Hasura-Org-Id""},
        {""public"": {""_eq"": true}},
        {""shared_with"": {""_contains"": ""X-Hasura-User-Id""}}
      ]
    }
  }
}
```

Error: connection timeout

How can we implement this permission structure?",,9554,83,2024-10-06 23:43:10.974988+00,https://hasura.zendesk.com/agent/tickets/309
310,t,normal,open,Metadata inconsistency after version upgrade to v2.19.0,"Hello Hasura team,

After upgrading from v2.19.0 to latest, we're seeing metadata inconsistencies:

```
incompatible types in metadata
Affected tables: pricing_plans, pricing_plans
```

We've tried:
1. Reloading metadata
2. Clearing metadata
3. Re-tracking tables

How can we resolve these inconsistencies?",,7955,84,2024-10-12 00:22:18.021707+00,https://hasura.zendesk.com/agent/tickets/310
311,t,urgent,closed,Failed metadata migration for API endpoints,"Hi,

Metadata migration failed while configuring API endpoints:

Details:
- Source version: v2.17.0
- Target version: v2.17.0
- Database: Heroku PostgreSQL

Error:
```
rate limit exceeded during metadata apply
Failed object: API endpoints
```

Migration logs attached. How can we safely complete this migration?",,1454,84,2024-07-13 13:15:01.899864+00,https://hasura.zendesk.com/agent/tickets/311
312,t,normal,open,Query performance degradation on discounts,"Hi Hasura team,

We're seeing significant performance issues with queries on discounts:

Details:
- Table size: 1M rows
- Concurrent users: 100
- Query complexity: 1000
- Response time: > 5 seconds

Query pattern:
```graphql
query {
  $discounts(
    where: { status: { _eq: ""active"" } }
    order_by: { created_at: desc }
  ) {
    id
    # nested fields
  }
}
```

How can we optimize this query?",,8907,84,2024-06-16 17:56:38.614492+00,https://hasura.zendesk.com/agent/tickets/312
313,t,normal,closed,Custom webhook authentication failing,"Hi Hasura team,

Our custom webhook authentication is failing with foreign key violation. Setup:

Webhook config:
```yaml
auth:
  webhook:
    mode: POST
    url: https://our-auth-server/ap-southeast-1
    timeout: 5 seconds
```

Current load:
- Request volume: 100K/day
- Concurrent users: 50

How can we debug this?",,,84,2024-10-13 09:09:12.569547+00,https://hasura.zendesk.com/agent/tickets/313
314,t,urgent,open,Failed metadata migration for GraphiQL,"Hi,

Metadata migration failed while configuring GraphiQL:

Details:
- Source version: latest
- Target version: latest
- Database: Citus

Error:
```
expired JWT token during metadata apply
Failed object: GraphiQL
```

Migration logs attached. How can we safely complete this migration?",,1754,85,2024-04-29 19:15:52.208218+00,https://hasura.zendesk.com/agent/tickets/314
315,t,normal,open,Query performance degradation on user_profiles,"Hi Hasura team,

We're seeing significant performance issues with queries on user_profiles:

Details:
- Table size: 10K rows
- Concurrent users: 100
- Query complexity: 500
- Response time: > 60 seconds

Query pattern:
```graphql
query {
  $user_profiles(
    where: { status: { _eq: ""active"" } }
    order_by: { created_at: desc }
  ) {
    id
    # nested fields
  }
}
```

How can we optimize this query?",,6056,86,2024-08-25 08:24:45.477871+00,https://hasura.zendesk.com/agent/tickets/315
316,t,high,closed,Error tracking tables after Amazon Aurora PostgreSQL migration,"Support team,

After migrating our Amazon Aurora PostgreSQL to a new instance, we're getting errors tracking tables:

```
schema conflict when tracking user_profiles
Table size: 100K rows
```

Migration details:
- Source: Amazon Aurora PostgreSQL on Railway.app
- Target: New Amazon Aurora PostgreSQL instance
- Product version: latest

How can we resolve these tracking issues?",,,86,2024-05-08 06:54:53.758904+00,https://hasura.zendesk.com/agent/tickets/316
317,t,normal,closed,Performance issues with remote joins on employees,"Hello team,

Remote joins are causing performance issues:

Query:
```graphql
query {
  employees {
    local_field
    remote_data {
      nested_field
    }
  }
}
```

Metrics:
- Response time: 5 minutes
- Requests: 100M/day
- Error rate: schema conflict

How can we optimize remote join performance?",,7913,86,2024-05-10 15:27:57.07662+00,https://hasura.zendesk.com/agent/tickets/317
318,t,normal,open,Performance issues with remote joins on permissions,"Hello team,

Remote joins are causing performance issues:

Query:
```graphql
query {
  permissions {
    local_field
    remote_data {
      nested_field
    }
  }
}
```

Metrics:
- Response time: 60 seconds
- Requests: 1K/day
- Error rate: role not found

How can we optimize remote join performance?",,9554,86,2024-07-12 12:28:59.091579+00,https://hasura.zendesk.com/agent/tickets/318
319,t,normal,closed,Environment variable issues after Rancher migration,"Support team,

After migrating to Rancher, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $GCP Cloud SQL PostgreSQL
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""HS384""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
connection timeout: configuration values not found
```

How should we configure environment variables in Rancher?",,,87,2024-10-10 14:47:08.468983+00,https://hasura.zendesk.com/agent/tickets/319
320,t,high,open,Action relationships not working with roles,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_roles: [roles!]!
}
```

Error:
```
unique violation when resolving relationship
Table: roles
Type: one-to-many
```

How do we properly set up action relationships?",,9554,87,2024-09-05 04:22:44.325568+00,https://hasura.zendesk.com/agent/tickets/320
321,t,low,closed,Database connection drops after 30 seconds,"Hello,

Our database connection keeps dropping after approximately 30 seconds of operation. Setup:

- Database: GCP Cloud SQL PostgreSQL
- Connection pool size: 200
- Concurrent users: 100
- Request volume: 100M/day

Error log shows:
```
connection refused after 30 seconds
```

How can we maintain stable connections?",incident,1754,87,2024-06-21 06:46:24.698336+00,https://hasura.zendesk.com/agent/tickets/321
322,t,normal,closed,Rate limiting issues with remote schema on Heroku,"Hello,

Hitting rate limits with our remote schema:

Environment:
- Platform: Heroku
- Region: asia-northeast1
- Current limit: 1000 req/s
- Traffic: 100M/day

Error:
```
permission denied: rate limit exceeded
Timeout after: 5 minutes
```

What's the recommended rate limiting strategy?",,1754,87,2024-10-15 01:35:22.164115+00,https://hasura.zendesk.com/agent/tickets/322
323,t,normal,closed,Memory spikes during mutation operations,"Hello,

We're seeing memory spikes during mutation operations:

Environment:
- Product: Hasura Cloud Pro
- Database: Azure Database for PostgreSQL
- Load: 100M/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 10 minutes
- Error rate: Increasing with foreign key violation

What's the recommended resource configuration for our workload?",,8315,87,2024-09-04 10:58:58.042747+00,https://hasura.zendesk.com/agent/tickets/323
324,t,normal,closed,Permission denied for organization_admin on performance_metrics,"Hello,

Users with organization_admin role cannot access the performance_metrics table despite having permissions configured:

```json
{
  ""role"": ""organization_admin"",
  ""table"": ""performance_metrics"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
rate limit exceeded for role organization_admin
```

What's missing in our permission config?",,1754,87,2024-09-25 18:15:49.673129+00,https://hasura.zendesk.com/agent/tickets/324
325,t,normal,open,Scheduled trigger webhook returning SQL execution failed,"Hello,

Our scheduled data aggregation trigger is failing:

Details:
- Schedule: Every 10 seconds
- Data volume: 100K rows
- Processing time: > 10 seconds

Webhook response:
```json
{
  ""status"": ""error"",
  ""code"": ""SQL execution failed"",
  ""message"": ""Failed to aggregate organizations""
}
```

What's the best practice for handling long-running scheduled operations?",,7774,88,2024-05-15 14:27:51.986895+00,https://hasura.zendesk.com/agent/tickets/325
326,t,normal,closed,Query performance degradation on articles,"Hi Hasura team,

We're seeing significant performance issues with queries on articles:

Details:
- Table size: 1K rows
- Concurrent users: 10
- Query complexity: 5000
- Response time: > 10 seconds

Query pattern:
```graphql
query {
  $articles(
    where: { status: { _eq: ""active"" } }
    order_by: { created_at: desc }
  ) {
    id
    # nested fields
  }
}
```

How can we optimize this query?",,,88,2024-07-20 21:04:07.506995+00,https://hasura.zendesk.com/agent/tickets/326
327,t,normal,closed,Performance issues with remote joins on projects,"Hello team,

Remote joins are causing performance issues:

Query:
```graphql
query {
  projects {
    local_field
    remote_data {
      nested_field
    }
  }
}
```

Metrics:
- Response time: 10 minutes
- Requests: 100K/day
- Error rate: migration failed

How can we optimize remote join performance?",,1454,88,2024-08-11 18:47:53.421929+00,https://hasura.zendesk.com/agent/tickets/327
328,t,urgent,open,Failed deployment to GCP Compute Engine with permission denied,"Hello Hasura team,

Our deployment to GCP Compute Engine failed with:

```
permission denied during container initialization
```

Environment:
- Product: Hasura Cloud Enterprise
- Version: v2.19.0
- Region: sa-east-1
- Database: MS SQL Server 2022

Deployment logs:
```
Container failed to start
Health check failed after 5 minutes
Last error: permission denied
```

How can we resolve this deployment issue?",,8907,88,2024-09-12 04:20:04.301224+00,https://hasura.zendesk.com/agent/tickets/328
329,t,normal,open,SSL/TLS configuration failing on Digital Ocean Droplet,"Hi,

We're trying to set up SSL for our Hasura instance on Digital Ocean Droplet but encountering issues:

Environment:
- Database: AWS RDS PostgreSQL
- Product: Hasura Cloud Standard
- Region: asia-northeast1

Error:
```
inconsistent state: SSL/TLS handshake failed
```

Our configuration:
```yaml
ssl:
  certificates:
    mode: verify-full
    root_cert: /path/to/cert
```

What's the correct SSL setup for this environment?",,7774,88,2024-05-03 19:14:37.478804+00,https://hasura.zendesk.com/agent/tickets/329
330,t,low,closed,Cannot connect to Heroku PostgreSQL on GCP GKE,"Hi Hasura team,

We're having trouble connecting our Heroku PostgreSQL instance running on GCP GKE. The connection details appear correct but we keep getting:

Error:
```
migration failed: connection failed
```

Environment:
- Product: Hasura Cloud Pro
- Version: v2.15.2
- Region: europe-west4
- Database size: 10TB

We've verified network access and credentials. What else should we check?",,8315,88,2024-07-07 00:37:03.415217+00,https://hasura.zendesk.com/agent/tickets/330
331,t,normal,open,Supabase Auth integration not working,"Hi,

We're having trouble integrating Supabase Auth with Hasura. Configuration:

```yaml
auth:
  provider: Supabase Auth
  jwt:
    algorithm: RS512
    claims_format: json
```

Error received:
```
check constraint violation when validating JWT
```

What's the correct setup for Supabase Auth?",,8315,89,2024-05-18 21:05:39.812418+00,https://hasura.zendesk.com/agent/tickets/331
332,t,low,open,Database connection drops after 2 minutes,"Hello,

Our database connection keeps dropping after approximately 2 minutes of operation. Setup:

- Database: GCP Cloud SQL PostgreSQL
- Connection pool size: 1000
- Concurrent users: 10000
- Request volume: 1K/day

Error log shows:
```
invalid JWT token after 2 minutes
```

How can we maintain stable connections?",,8315,89,2024-08-24 21:50:19.718424+00,https://hasura.zendesk.com/agent/tickets/332
333,t,high,closed,SSL/TLS configuration failing on Digital Ocean Kubernetes,"Hi,

We're trying to set up SSL for our Hasura instance on Digital Ocean Kubernetes but encountering issues:

Environment:
- Database: MS SQL Server 2019
- Product: Hasura Community Edition
- Region: ap-southeast-1

Error:
```
version mismatch: SSL/TLS handshake failed
```

Our configuration:
```yaml
ssl:
  certificates:
    mode: verify-full
    root_cert: /path/to/cert
```

What's the correct SSL setup for this environment?",,1754,89,2024-05-29 17:11:36.273206+00,https://hasura.zendesk.com/agent/tickets/333
